antecedents,consequents,antecedent support,consequent support,support,confidence,lift,representativity,leverage,conviction,zhangs_metric,jaccard,certainty,kulczynski
"acute liver failure, coma",dark urine,0.023170731707317073,0.11585365853658537,0.02195121951219512,0.9473684210526315,8.177285318559555,1.0,0.019266805472932778,16.798780487804862,0.8985296157580802,0.18749999999999994,0.9404718693284936,0.5684210526315789
"coma, nausea",dark urine,0.023170731707317073,0.11585365853658537,0.02195121951219512,0.9473684210526315,8.177285318559555,1.0,0.019266805472932778,16.798780487804862,0.8985296157580802,0.18749999999999994,0.9404718693284936,0.5684210526315789
"coma, yellowish skin",dark urine,0.023170731707317073,0.11585365853658537,0.02195121951219512,0.9473684210526315,8.177285318559555,1.0,0.019266805472932778,16.798780487804862,0.8985296157580802,0.18749999999999994,0.9404718693284936,0.5684210526315789
acute liver failure,dark urine,0.023170731707317073,0.11585365853658537,0.02195121951219512,0.9473684210526315,8.177285318559555,1.0,0.019266805472932778,16.798780487804862,0.8985296157580802,0.18749999999999994,0.9404718693284936,0.5684210526315789
"coma, vomiting",dark urine,0.023170731707317073,0.11585365853658537,0.02195121951219512,0.9473684210526315,8.177285318559555,1.0,0.019266805472932778,16.798780487804862,0.8985296157580802,0.18749999999999994,0.9404718693284936,0.5684210526315789
"coma, joint pain",dark urine,0.023170731707317073,0.11585365853658537,0.02195121951219512,0.9473684210526315,8.177285318559555,1.0,0.019266805472932778,16.798780487804862,0.8985296157580802,0.18749999999999994,0.9404718693284936,0.5684210526315789
"coma, high fever",dark urine,0.023170731707317073,0.11585365853658537,0.02195121951219512,0.9473684210526315,8.177285318559555,1.0,0.019266805472932778,16.798780487804862,0.8985296157580802,0.18749999999999994,0.9404718693284936,0.5684210526315789
"coma, fatigue",dark urine,0.023170731707317073,0.11585365853658537,0.02195121951219512,0.9473684210526315,8.177285318559555,1.0,0.019266805472932778,16.798780487804862,0.8985296157580802,0.18749999999999994,0.9404718693284936,0.5684210526315789
yellow urine,dark urine,0.023170731707317073,0.11585365853658537,0.02195121951219512,0.9473684210526315,8.177285318559555,1.0,0.019266805472932778,16.798780487804862,0.8985296157580802,0.18749999999999994,0.9404718693284936,0.5684210526315789
"joint pain, yellowing of eyes",dark urine,0.06829268292682927,0.11585365853658537,0.06463414634146342,0.9464285714285714,8.169172932330826,1.0,0.05672218917311125,16.504065040650396,0.9419144522374792,0.5408163265306123,0.9394088669950739,0.7521616541353383
"abdominal pain, joint pain",dark urine,0.06707317073170732,0.11585365853658537,0.06341463414634146,0.9454545454545454,8.160765550239233,1.0,0.05564396192742415,16.20934959349593,0.9405480140774258,0.5306122448979592,0.938307210031348,0.7464114832535884
phlegm,"high fever, malaise",0.07195121951219512,0.11219512195121951,0.06585365853658537,0.9152542372881357,8.157700810611644,1.0,0.057781082688875676,10.476097560975624,0.945442157005889,0.5567010309278351,0.9045446079344386,0.7511053795136331
"high fever, yellowish skin",dark urine,0.04390243902439024,0.11585365853658537,0.041463414634146344,0.9444444444444445,8.152046783625732,1.0,0.036377156454491376,15.914634146341488,0.9176170468187275,0.3505154639175258,0.9371647509578545,0.6511695906432748
"abdominal pain, yellow urine",dark urine,0.02195121951219512,0.11585365853658537,0.020731707317073172,0.9444444444444445,8.152046783625732,1.0,0.018188578227245688,15.914634146341488,0.8970221505060877,0.17708333333333334,0.9371647509578545,0.5616959064327486
"abdominal pain, weight loss",dark urine,0.02195121951219512,0.11585365853658537,0.020731707317073172,0.9444444444444445,8.152046783625732,1.0,0.018188578227245688,15.914634146341488,0.8970221505060877,0.17708333333333334,0.9371647509578545,0.5616959064327486
"abdominal pain, lethargy",dark urine,0.02195121951219512,0.11585365853658537,0.020731707317073172,0.9444444444444445,8.152046783625732,1.0,0.018188578227245688,15.914634146341488,0.8970221505060877,0.17708333333333334,0.9371647509578545,0.5616959064327486
"fatigue, yellow urine",dark urine,0.02195121951219512,0.11585365853658537,0.020731707317073172,0.9444444444444445,8.152046783625732,1.0,0.018188578227245688,15.914634146341488,0.8970221505060877,0.17708333333333334,0.9371647509578545,0.5616959064327486
"diarrhoea, yellowish skin",dark urine,0.02195121951219512,0.11585365853658537,0.020731707317073172,0.9444444444444445,8.152046783625732,1.0,0.018188578227245688,15.914634146341488,0.8970221505060877,0.17708333333333334,0.9371647509578545,0.5616959064327486
"lethargy, yellow urine",dark urine,0.02195121951219512,0.11585365853658537,0.020731707317073172,0.9444444444444445,8.152046783625732,1.0,0.018188578227245688,15.914634146341488,0.8970221505060877,0.17708333333333334,0.9371647509578545,0.5616959064327486
"loss of appetite, yellow urine",dark urine,0.02195121951219512,0.11585365853658537,0.020731707317073172,0.9444444444444445,8.152046783625732,1.0,0.018188578227245688,15.914634146341488,0.8970221505060877,0.17708333333333334,0.9371647509578545,0.5616959064327486
"lethargy, yellowish skin",dark urine,0.02195121951219512,0.11585365853658537,0.020731707317073172,0.9444444444444445,8.152046783625732,1.0,0.018188578227245688,15.914634146341488,0.8970221505060877,0.17708333333333334,0.9371647509578545,0.5616959064327486
"itching, yellow urine",dark urine,0.02195121951219512,0.11585365853658537,0.020731707317073172,0.9444444444444445,8.152046783625732,1.0,0.018188578227245688,15.914634146341488,0.8970221505060877,0.17708333333333334,0.9371647509578545,0.5616959064327486
"itching, weight loss",dark urine,0.02195121951219512,0.11585365853658537,0.020731707317073172,0.9444444444444445,8.152046783625732,1.0,0.018188578227245688,15.914634146341488,0.8970221505060877,0.17708333333333334,0.9371647509578545,0.5616959064327486
"diarrhoea, loss of appetite",dark urine,0.02195121951219512,0.11585365853658537,0.020731707317073172,0.9444444444444445,8.152046783625732,1.0,0.018188578227245688,15.914634146341488,0.8970221505060877,0.17708333333333334,0.9371647509578545,0.5616959064327486
"diarrhoea, joint pain",dark urine,0.02195121951219512,0.11585365853658537,0.020731707317073172,0.9444444444444445,8.152046783625732,1.0,0.018188578227245688,15.914634146341488,0.8970221505060877,0.17708333333333334,0.9371647509578545,0.5616959064327486
"weight loss, yellowish skin",dark urine,0.02195121951219512,0.11585365853658537,0.020731707317073172,0.9444444444444445,8.152046783625732,1.0,0.018188578227245688,15.914634146341488,0.8970221505060877,0.17708333333333334,0.9371647509578545,0.5616959064327486
"yellow urine, yellowish skin",dark urine,0.02195121951219512,0.11585365853658537,0.020731707317073172,0.9444444444444445,8.152046783625732,1.0,0.018188578227245688,15.914634146341488,0.8970221505060877,0.17708333333333334,0.9371647509578545,0.5616959064327486
"acute liver failure, yellowish skin",dark urine,0.02195121951219512,0.11585365853658537,0.020731707317073172,0.9444444444444445,8.152046783625732,1.0,0.018188578227245688,15.914634146341488,0.8970221505060877,0.17708333333333334,0.9371647509578545,0.5616959064327486
"acute liver failure, vomiting",dark urine,0.02195121951219512,0.11585365853658537,0.020731707317073172,0.9444444444444445,8.152046783625732,1.0,0.018188578227245688,15.914634146341488,0.8970221505060877,0.17708333333333334,0.9371647509578545,0.5616959064327486
"acute liver failure, nausea",dark urine,0.02195121951219512,0.11585365853658537,0.020731707317073172,0.9444444444444445,8.152046783625732,1.0,0.018188578227245688,15.914634146341488,0.8970221505060877,0.17708333333333334,0.9371647509578545,0.5616959064327486
"acute liver failure, fatigue",dark urine,0.02195121951219512,0.11585365853658537,0.020731707317073172,0.9444444444444445,8.152046783625732,1.0,0.018188578227245688,15.914634146341488,0.8970221505060877,0.17708333333333334,0.9371647509578545,0.5616959064327486
"acute liver failure, high fever",dark urine,0.02195121951219512,0.11585365853658537,0.020731707317073172,0.9444444444444445,8.152046783625732,1.0,0.018188578227245688,15.914634146341488,0.8970221505060877,0.17708333333333334,0.9371647509578545,0.5616959064327486
"acute liver failure, joint pain",dark urine,0.02195121951219512,0.11585365853658537,0.020731707317073172,0.9444444444444445,8.152046783625732,1.0,0.018188578227245688,15.914634146341488,0.8970221505060877,0.17708333333333334,0.9371647509578545,0.5616959064327486
yellow urine,"dark urine, yellowish skin",0.023170731707317073,0.10975609756097561,0.020731707317073172,0.8947368421052632,8.152046783625732,1.0,0.018188578227245688,8.457317073170731,0.8981420283469193,0.1847826086956522,0.8817591925018025,0.5418128654970761
acute liver failure,"fatigue, yellowish skin",0.023170731707317073,0.10975609756097561,0.020731707317073172,0.8947368421052632,8.152046783625732,1.0,0.018188578227245688,8.457317073170731,0.8981420283469193,0.1847826086956522,0.8817591925018025,0.5418128654970761
acute liver failure,"nausea, yellowish skin",0.023170731707317073,0.10975609756097561,0.020731707317073172,0.8947368421052632,8.152046783625732,1.0,0.018188578227245688,8.457317073170731,0.8981420283469193,0.1847826086956522,0.8817591925018025,0.5418128654970761
acute liver failure,"dark urine, yellowish skin",0.023170731707317073,0.10975609756097561,0.020731707317073172,0.8947368421052632,8.152046783625732,1.0,0.018188578227245688,8.457317073170731,0.8981420283469193,0.1847826086956522,0.8817591925018025,0.5418128654970761
yellow urine,"fatigue, yellowish skin",0.023170731707317073,0.10975609756097561,0.020731707317073172,0.8947368421052632,8.152046783625732,1.0,0.018188578227245688,8.457317073170731,0.8981420283469193,0.1847826086956522,0.8817591925018025,0.5418128654970761
"joint pain, yellowish skin",dark urine,0.06585365853658537,0.11585365853658537,0.06219512195121951,0.9444444444444444,8.15204678362573,1.0,0.05456573468173706,15.914634146341456,0.9391798494854862,0.5204081632653061,0.9371647509578543,0.7406432748538012
receiving blood transfusion,"abdominal pain, dark urine",0.024390243902439025,0.11097560975609756,0.02195121951219512,0.8999999999999999,8.10989010989011,1.0,0.019244497323022008,8.890243902439016,0.898611111111111,0.19354838709677416,0.8875171467764059,0.5489010989010988
receiving unsterile injections,"abdominal pain, dark urine",0.024390243902439025,0.11097560975609756,0.02195121951219512,0.8999999999999999,8.10989010989011,1.0,0.019244497323022008,8.890243902439016,0.898611111111111,0.19354838709677416,0.8875171467764059,0.5489010989010988
"breathlessness, high fever",cough,0.06585365853658537,0.11463414634146342,0.06097560975609756,0.9259259259259258,8.077226162332543,1.0,0.05342653182629387,11.952439024390227,0.9379634464751959,0.5102040816326531,0.9163350678502192,0.7289204097714735
"breathlessness, fatigue",cough,0.06463414634146342,0.11463414634146342,0.05975609756097561,0.9245283018867924,8.065034122842231,1.0,0.052346817370612725,11.731097560975595,0.936540457121571,0.5,0.9147564842247518,0.7229024488157365
yellow urine,"abdominal pain, dark urine",0.023170731707317073,0.11097560975609756,0.020731707317073172,0.8947368421052632,8.062463851937537,1.0,0.018160321237358716,8.445731707317075,0.8967467136667401,0.1827956989247312,0.8815969966067432,0.5407750144592249
belly pain,"abdominal pain, nausea",0.023170731707317073,0.11097560975609756,0.020731707317073172,0.8947368421052632,8.062463851937537,1.0,0.018160321237358716,8.445731707317075,0.8967467136667401,0.1827956989247312,0.8815969966067432,0.5407750144592249
toxic look (typhos),"abdominal pain, nausea",0.023170731707317073,0.11097560975609756,0.020731707317073172,0.8947368421052632,8.062463851937537,1.0,0.018160321237358716,8.445731707317075,0.8967467136667401,0.1827956989247312,0.8815969966067432,0.5407750144592249
slurred speech,"headache, nausea",0.024390243902439025,0.11219512195121951,0.02195121951219512,0.8999999999999999,8.021739130434781,1.0,0.019214753123140985,8.878048780487797,0.8972222222222221,0.19148936170212763,0.8873626373626373,0.5478260869565217
palpitations,"headache, nausea",0.024390243902439025,0.11219512195121951,0.02195121951219512,0.8999999999999999,8.021739130434781,1.0,0.019214753123140985,8.878048780487797,0.8972222222222221,0.19148936170212763,0.8873626373626373,0.5478260869565217
throat irritation,"high fever, malaise",0.024390243902439025,0.11219512195121951,0.02195121951219512,0.8999999999999999,8.021739130434781,1.0,0.019214753123140985,8.878048780487797,0.8972222222222221,0.19148936170212763,0.8873626373626373,0.5478260869565217
sinus pressure,"high fever, malaise",0.024390243902439025,0.11219512195121951,0.02195121951219512,0.8999999999999999,8.021739130434781,1.0,0.019214753123140985,8.878048780487797,0.8972222222222221,0.19148936170212763,0.8873626373626373,0.5478260869565217
rusty sputum,"high fever, malaise",0.024390243902439025,0.11219512195121951,0.02195121951219512,0.8999999999999999,8.021739130434781,1.0,0.019214753123140985,8.878048780487797,0.8972222222222221,0.19148936170212763,0.8873626373626373,0.5478260869565217
runny nose,"high fever, malaise",0.024390243902439025,0.11219512195121951,0.02195121951219512,0.8999999999999999,8.021739130434781,1.0,0.019214753123140985,8.878048780487797,0.8972222222222221,0.19148936170212763,0.8873626373626373,0.5478260869565217
redness of eyes,"high fever, malaise",0.024390243902439025,0.11219512195121951,0.02195121951219512,0.8999999999999999,8.021739130434781,1.0,0.019214753123140985,8.878048780487797,0.8972222222222221,0.19148936170212763,0.8873626373626373,0.5478260869565217
pain behind the eyes,"high fever, malaise",0.024390243902439025,0.11219512195121951,0.02195121951219512,0.8999999999999999,8.021739130434781,1.0,0.019214753123140985,8.878048780487797,0.8972222222222221,0.19148936170212763,0.8873626373626373,0.5478260869565217
loss of smell,"high fever, malaise",0.024390243902439025,0.11219512195121951,0.02195121951219512,0.8999999999999999,8.021739130434781,1.0,0.019214753123140985,8.878048780487797,0.8972222222222221,0.19148936170212763,0.8873626373626373,0.5478260869565217
throat irritation,"fatigue, headache",0.024390243902439025,0.11219512195121951,0.02195121951219512,0.8999999999999999,8.021739130434781,1.0,0.019214753123140985,8.878048780487797,0.8972222222222221,0.19148936170212763,0.8873626373626373,0.5478260869565217
slurred speech,"fatigue, headache",0.024390243902439025,0.11219512195121951,0.02195121951219512,0.8999999999999999,8.021739130434781,1.0,0.019214753123140985,8.878048780487797,0.8972222222222221,0.19148936170212763,0.8873626373626373,0.5478260869565217
sinus pressure,"fatigue, headache",0.024390243902439025,0.11219512195121951,0.02195121951219512,0.8999999999999999,8.021739130434781,1.0,0.019214753123140985,8.878048780487797,0.8972222222222221,0.19148936170212763,0.8873626373626373,0.5478260869565217
runny nose,"fatigue, headache",0.024390243902439025,0.11219512195121951,0.02195121951219512,0.8999999999999999,8.021739130434781,1.0,0.019214753123140985,8.878048780487797,0.8972222222222221,0.19148936170212763,0.8873626373626373,0.5478260869565217
redness of eyes,"fatigue, headache",0.024390243902439025,0.11219512195121951,0.02195121951219512,0.8999999999999999,8.021739130434781,1.0,0.019214753123140985,8.878048780487797,0.8972222222222221,0.19148936170212763,0.8873626373626373,0.5478260869565217
palpitations,"fatigue, headache",0.024390243902439025,0.11219512195121951,0.02195121951219512,0.8999999999999999,8.021739130434781,1.0,0.019214753123140985,8.878048780487797,0.8972222222222221,0.19148936170212763,0.8873626373626373,0.5478260869565217
loss of smell,"fatigue, headache",0.024390243902439025,0.11219512195121951,0.02195121951219512,0.8999999999999999,8.021739130434781,1.0,0.019214753123140985,8.878048780487797,0.8972222222222221,0.19148936170212763,0.8873626373626373,0.5478260869565217
sinus pressure,"headache, high fever",0.024390243902439025,0.11219512195121951,0.02195121951219512,0.8999999999999999,8.021739130434781,1.0,0.019214753123140985,8.878048780487797,0.8972222222222221,0.19148936170212763,0.8873626373626373,0.5478260869565217
redness of eyes,"headache, high fever",0.024390243902439025,0.11219512195121951,0.02195121951219512,0.8999999999999999,8.021739130434781,1.0,0.019214753123140985,8.878048780487797,0.8972222222222221,0.19148936170212763,0.8873626373626373,0.5478260869565217
loss of smell,"headache, high fever",0.024390243902439025,0.11219512195121951,0.02195121951219512,0.8999999999999999,8.021739130434781,1.0,0.019214753123140985,8.878048780487797,0.8972222222222221,0.19148936170212763,0.8873626373626373,0.5478260869565217
runny nose,"headache, high fever",0.024390243902439025,0.11219512195121951,0.02195121951219512,0.8999999999999999,8.021739130434781,1.0,0.019214753123140985,8.878048780487797,0.8972222222222221,0.19148936170212763,0.8873626373626373,0.5478260869565217
throat irritation,"headache, high fever",0.024390243902439025,0.11219512195121951,0.02195121951219512,0.8999999999999999,8.021739130434781,1.0,0.019214753123140985,8.878048780487797,0.8972222222222221,0.19148936170212763,0.8873626373626373,0.5478260869565217
receiving unsterile injections,"abdominal pain, fatigue",0.024390243902439025,0.11219512195121951,0.02195121951219512,0.8999999999999999,8.021739130434781,1.0,0.019214753123140985,8.878048780487797,0.8972222222222221,0.19148936170212763,0.8873626373626373,0.5478260869565217
receiving blood transfusion,"abdominal pain, fatigue",0.024390243902439025,0.11219512195121951,0.02195121951219512,0.8999999999999999,8.021739130434781,1.0,0.019214753123140985,8.878048780487797,0.8972222222222221,0.19148936170212763,0.8873626373626373,0.5478260869565217
blood in sputum,"chills, fatigue",0.024390243902439025,0.11219512195121951,0.02195121951219512,0.8999999999999999,8.021739130434781,1.0,0.019214753123140985,8.878048780487797,0.8972222222222221,0.19148936170212763,0.8873626373626373,0.5478260869565217
congestion,"high fever, malaise",0.024390243902439025,0.11219512195121951,0.02195121951219512,0.8999999999999999,8.021739130434781,1.0,0.019214753123140985,8.878048780487797,0.8972222222222221,0.19148936170212763,0.8873626373626373,0.5478260869565217
congestion,"headache, high fever",0.024390243902439025,0.11219512195121951,0.02195121951219512,0.8999999999999999,8.021739130434781,1.0,0.019214753123140985,8.878048780487797,0.8972222222222221,0.19148936170212763,0.8873626373626373,0.5478260869565217
congestion,"fatigue, headache",0.024390243902439025,0.11219512195121951,0.02195121951219512,0.8999999999999999,8.021739130434781,1.0,0.019214753123140985,8.878048780487797,0.8972222222222221,0.19148936170212763,0.8873626373626373,0.5478260869565217
throat irritation,"chills, fatigue",0.024390243902439025,0.11219512195121951,0.02195121951219512,0.8999999999999999,8.021739130434781,1.0,0.019214753123140985,8.878048780487797,0.8972222222222221,0.19148936170212763,0.8873626373626373,0.5478260869565217
sinus pressure,"chills, fatigue",0.024390243902439025,0.11219512195121951,0.02195121951219512,0.8999999999999999,8.021739130434781,1.0,0.019214753123140985,8.878048780487797,0.8972222222222221,0.19148936170212763,0.8873626373626373,0.5478260869565217
rusty sputum,"chills, fatigue",0.024390243902439025,0.11219512195121951,0.02195121951219512,0.8999999999999999,8.021739130434781,1.0,0.019214753123140985,8.878048780487797,0.8972222222222221,0.19148936170212763,0.8873626373626373,0.5478260869565217
runny nose,"chills, fatigue",0.024390243902439025,0.11219512195121951,0.02195121951219512,0.8999999999999999,8.021739130434781,1.0,0.019214753123140985,8.878048780487797,0.8972222222222221,0.19148936170212763,0.8873626373626373,0.5478260869565217
redness of eyes,"chills, fatigue",0.024390243902439025,0.11219512195121951,0.02195121951219512,0.8999999999999999,8.021739130434781,1.0,0.019214753123140985,8.878048780487797,0.8972222222222221,0.19148936170212763,0.8873626373626373,0.5478260869565217
pain behind the eyes,"chills, fatigue",0.024390243902439025,0.11219512195121951,0.02195121951219512,0.8999999999999999,8.021739130434781,1.0,0.019214753123140985,8.878048780487797,0.8972222222222221,0.19148936170212763,0.8873626373626373,0.5478260869565217
loss of smell,"chills, fatigue",0.024390243902439025,0.11219512195121951,0.02195121951219512,0.8999999999999999,8.021739130434781,1.0,0.019214753123140985,8.878048780487797,0.8972222222222221,0.19148936170212763,0.8873626373626373,0.5478260869565217
congestion,"chills, fatigue",0.024390243902439025,0.11219512195121951,0.02195121951219512,0.8999999999999999,8.021739130434781,1.0,0.019214753123140985,8.878048780487797,0.8972222222222221,0.19148936170212763,0.8873626373626373,0.5478260869565217
phlegm,"chills, fatigue",0.07195121951219512,0.11219512195121951,0.06463414634146342,0.8983050847457628,8.006632277081799,1.0,0.056561570493753724,8.730081300813012,0.9429499417350558,0.5408163265306123,0.8854535295213262,0.7371960206337509
yellow urine,"abdominal pain, fatigue",0.023170731707317073,0.11219512195121951,0.020731707317073172,0.8947368421052632,7.974828375286041,1.0,0.018132064247471744,8.434146341463416,0.8953513989865609,0.18085106382978725,0.8814343551185656,0.5397597254004577
drying and tingling lips,"headache, nausea",0.023170731707317073,0.11219512195121951,0.020731707317073172,0.8947368421052632,7.974828375286041,1.0,0.018132064247471744,8.434146341463416,0.8953513989865609,0.18085106382978725,0.8814343551185656,0.5397597254004577
drying and tingling lips,"fatigue, headache",0.023170731707317073,0.11219512195121951,0.020731707317073172,0.8947368421052632,7.974828375286041,1.0,0.018132064247471744,8.434146341463416,0.8953513989865609,0.18085106382978725,0.8814343551185656,0.5397597254004577
anxiety,"headache, nausea",0.023170731707317073,0.11219512195121951,0.020731707317073172,0.8947368421052632,7.974828375286041,1.0,0.018132064247471744,8.434146341463416,0.8953513989865609,0.18085106382978725,0.8814343551185656,0.5397597254004577
unsteadiness,"headache, nausea",0.023170731707317073,0.11219512195121951,0.020731707317073172,0.8947368421052632,7.974828375286041,1.0,0.018132064247471744,8.434146341463416,0.8953513989865609,0.18085106382978725,0.8814343551185656,0.5397597254004577
toxic look (typhos),"headache, nausea",0.023170731707317073,0.11219512195121951,0.020731707317073172,0.8947368421052632,7.974828375286041,1.0,0.018132064247471744,8.434146341463416,0.8953513989865609,0.18085106382978725,0.8814343551185656,0.5397597254004577
anxiety,"fatigue, headache",0.023170731707317073,0.11219512195121951,0.020731707317073172,0.8947368421052632,7.974828375286041,1.0,0.018132064247471744,8.434146341463416,0.8953513989865609,0.18085106382978725,0.8814343551185656,0.5397597254004577
belly pain,"headache, nausea",0.023170731707317073,0.11219512195121951,0.020731707317073172,0.8947368421052632,7.974828375286041,1.0,0.018132064247471744,8.434146341463416,0.8953513989865609,0.18085106382978725,0.8814343551185656,0.5397597254004577
mucoid sputum,cough,0.023170731707317073,0.11463414634146342,0.020731707317073172,0.8947368421052632,7.8051511758118695,1.0,0.0180755502676978,8.410975609756099,0.8925607696262026,0.17708333333333334,0.8811077279976801,0.5377939529675252
"muscle pain, sweating",diarrhoea,0.023170731707317073,0.11463414634146342,0.020731707317073172,0.8947368421052632,7.8051511758118695,1.0,0.0180755502676978,8.410975609756099,0.8925607696262026,0.17708333333333334,0.8811077279976801,0.5377939529675252
"cough, high fever",breathlessness,0.08658536585365853,0.09146341463414634,0.06097560975609756,0.7042253521126761,7.699530516431926,1.0,0.05305621653777513,3.0717189314750297,0.95260347129506,0.5208333333333334,0.6744493808488515,0.6854460093896714
breathlessness,"cough, high fever",0.09146341463414634,0.08658536585365853,0.06097560975609756,0.6666666666666666,7.699530516431925,1.0,0.05305621653777513,2.7402439024390244,0.9577181208053691,0.5208333333333334,0.6350689808633734,0.6854460093896714
irritability,excessive hunger,0.09634146341463415,0.09390243902439024,0.06951219512195123,0.7215189873417722,7.683708696366925,1.0,0.060465496728138016,3.2537139689578725,0.962592040154367,0.5757575757575758,0.6926589093139344,0.7308893638007563
excessive hunger,irritability,0.09390243902439024,0.09634146341463415,0.06951219512195123,0.7402597402597403,7.683708696366924,1.0,0.060465496728138016,3.479085365853659,0.9600009444877333,0.5757575757575758,0.7125681336207652,0.7308893638007563
"cough, fatigue",breathlessness,0.08536585365853659,0.09146341463414634,0.05975609756097561,0.7,7.653333333333333,1.0,0.05194824509220702,3.028455284552845,0.9504761904761904,0.5104166666666666,0.6697986577181207,0.6766666666666666
breathlessness,"cough, fatigue",0.09146341463414634,0.08536585365853659,0.05975609756097561,0.6533333333333333,7.653333333333332,1.0,0.05194824509220702,2.6383677298311445,0.956855225311601,0.5104166666666666,0.6209777777777777,0.6766666666666666
"chills, headache",muscle pain,0.09024390243902439,0.09634146341463415,0.06585365853658537,0.7297297297297298,7.5744098528908665,1.0,0.05715942891136229,3.3435365853658547,0.9540760599741833,0.5454545454545455,0.7009154903891747,0.7066370167635991
muscle pain,"chills, headache",0.09634146341463415,0.09024390243902439,0.06585365853658537,0.6835443037974683,7.574409852890866,1.0,0.05715942891136229,2.874829268292683,0.960513820162943,0.5454545454545455,0.6521532561848847,0.7066370167635991
stomach bleeding,"abdominal pain, loss of appetite",0.024390243902439025,0.1329268292682927,0.024390243902439025,1.0,7.522935779816513,1.0,0.021148126115407496,inf,0.8887499999999999,0.1834862385321101,1.0,0.591743119266055
coma,"abdominal pain, loss of appetite",0.024390243902439025,0.1329268292682927,0.024390243902439025,1.0,7.522935779816513,1.0,0.021148126115407496,inf,0.8887499999999999,0.1834862385321101,1.0,0.591743119266055
acute liver failure,"abdominal pain, loss of appetite",0.023170731707317073,0.1329268292682927,0.023170731707317073,1.0,7.522935779816513,1.0,0.02009071980963712,inf,0.8876404494382022,0.17431192660550457,1.0,0.5871559633027523
belly pain,"chills, high fever",0.023170731707317073,0.13414634146341464,0.023170731707317073,1.0,7.454545454545454,1.0,0.02006246281975015,inf,0.8863920099875157,0.1727272727272727,1.0,0.5863636363636363
toxic look (typhos),"chills, high fever",0.023170731707317073,0.13414634146341464,0.023170731707317073,1.0,7.454545454545454,1.0,0.02006246281975015,inf,0.8863920099875157,0.1727272727272727,1.0,0.5863636363636363
pain behind the eyes,"loss of appetite, nausea",0.024390243902439025,0.1353658536585366,0.024390243902439025,1.0,7.3873873873873865,1.0,0.02108863771564545,inf,0.88625,0.18018018018018017,1.0,0.5900900900900901
pain behind the eyes,"headache, vomiting",0.024390243902439025,0.13048780487804879,0.023170731707317073,0.95,7.280373831775701,1.0,0.01998810232004759,17.39024390243901,0.8842105263157894,0.17592592592592593,0.9424964936886395,0.5637850467289719
stomach bleeding,"loss of appetite, yellowish skin",0.024390243902439025,0.1329268292682927,0.023170731707317073,0.95,7.146788990825687,1.0,0.019928613920285543,17.34146341463413,0.881578947368421,0.1727272727272727,0.9423347398030942,0.5621559633027523
coma,"loss of appetite, yellowish skin",0.024390243902439025,0.1329268292682927,0.023170731707317073,0.95,7.146788990825687,1.0,0.019928613920285543,17.34146341463413,0.881578947368421,0.1727272727272727,0.9423347398030942,0.5621559633027523
toxic look (typhos),"high fever, vomiting",0.023170731707317073,0.1329268292682927,0.02195121951219512,0.9473684210526315,7.126991791405118,1.0,0.01887120761451517,16.474390243902423,0.880080454986822,0.1636363636363636,0.9392997261085202,0.5562530178657653
acute liver failure,"loss of appetite, yellowish skin",0.023170731707317073,0.1329268292682927,0.02195121951219512,0.9473684210526315,7.126991791405118,1.0,0.01887120761451517,16.474390243902423,0.880080454986822,0.1636363636363636,0.9392997261085202,0.5562530178657653
belly pain,"high fever, vomiting",0.023170731707317073,0.1329268292682927,0.02195121951219512,0.9473684210526315,7.126991791405118,1.0,0.01887120761451517,16.474390243902423,0.880080454986822,0.1636363636363636,0.9392997261085202,0.5562530178657653
pain behind the eyes,"fatigue, nausea",0.024390243902439025,0.13414634146341464,0.023170731707317073,0.95,7.081818181818181,1.0,0.01989886972040452,17.317073170731692,0.8802631578947367,0.17117117117117117,0.9422535211267605,0.5613636363636363
receiving unsterile injections,"yellowing of eyes, yellowish skin",0.024390243902439025,0.13414634146341464,0.023170731707317073,0.95,7.081818181818181,1.0,0.01989886972040452,17.317073170731692,0.8802631578947367,0.17117117117117117,0.9422535211267605,0.5613636363636363
receiving blood transfusion,"yellowing of eyes, yellowish skin",0.024390243902439025,0.13414634146341464,0.023170731707317073,0.95,7.081818181818181,1.0,0.01989886972040452,17.317073170731692,0.8802631578947367,0.17117117117117117,0.9422535211267605,0.5613636363636363
stomach bleeding,"yellowing of eyes, yellowish skin",0.024390243902439025,0.13414634146341464,0.023170731707317073,0.95,7.081818181818181,1.0,0.01989886972040452,17.317073170731692,0.8802631578947367,0.17117117117117117,0.9422535211267605,0.5613636363636363
coma,"yellowing of eyes, yellowish skin",0.024390243902439025,0.13414634146341464,0.023170731707317073,0.95,7.081818181818181,1.0,0.01989886972040452,17.317073170731692,0.8802631578947367,0.17117117117117117,0.9422535211267605,0.5613636363636363
phlegm,chest pain,0.07195121951219512,0.14146341463414633,0.07195121951219512,1.0,7.06896551724138,1.0,0.061772754312908976,inf,0.9250985545335084,0.5086206896551725,1.0,0.7543103448275862
"malaise, phlegm",chest pain,0.06951219512195123,0.14146341463414633,0.06951219512195123,1.0,7.06896551724138,1.0,0.05967876264128495,inf,0.9226736566186108,0.4913793103448277,1.0,0.7456896551724138
"high fever, phlegm",chest pain,0.06829268292682927,0.14146341463414633,0.06829268292682927,1.0,7.06896551724138,1.0,0.05863176680547294,inf,0.9214659685863876,0.48275862068965525,1.0,0.7413793103448276
